player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name,image_url,url,current_club_domestic_competition_id,current_club_name
187847,Yassine,Benzia,Yassine Benzia,2021,7775,yassine-benzia,France,Saint-Aubin-les-Elbeuf,Algeria,1994-09-08,Attacking Midfield,Midfield,right,178,1500000,5000000,2025-06-30 00:00:00,ND SPORTS MANAGEMENT,https://img.a.transfermarkt.technology/portrait/header/187847-1674830553.png?lm=1,https://www.transfermarkt.co.uk/yassine-benzia/profil/spieler/187847,TR1,Hatayspor
193680,Nikolaj,Hansen,Nikolaj Hansen,2013,20100,nikolaj-hansen,Denmark,Benløse,Denmark,1993-03-15,Centre-Forward,Attack,right,192,150000,225000,2025-12-31 00:00:00,People In Sport,https://img.a.transfermarkt.technology/portrait/header/193680-1673379783.png?lm=1,https://www.transfermarkt.co.uk/nikolaj-hansen/profil/spieler/193680,DK1,null
198587,Remie,Streete,Remie Streete,2014,762,remie-streete,England,Aylesbury,England,1994-11-02,Centre-Back,Defender,right,188,,100000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/remie-streete/profil/spieler/198587,GB1,Newcastle United
200782,Kevin,Stewart,Kevin Stewart,2016,31,kevin-stewart,England,London,Jamaica,1993-09-07,Defensive Midfield,Midfield,,182,300000,4500000,2023-06-30 00:00:00,New Vision,https://img.a.transfermarkt.technology/portrait/header/200782-1456247111.jpg?lm=1,https://www.transfermarkt.co.uk/kevin-stewart/profil/spieler/200782,GB1,Liverpool FC
203907,Kai,Huisman,Kai Huisman,2017,1304,kai-huisman,Netherlands,Ede,Netherlands,1995-03-27,Centre-Forward,Attack,right,177,,100000,,null,https://img.a.transfermarkt.technology/portrait/header/203907-1550843719.jpg?lm=1,https://www.transfermarkt.co.uk/kai-huisman/profil/spieler/203907,NL1,null
204987,Dor,Peretz,Dor Peretz,2021,607,dor-peretz,Israel,Hod haSharon,Israel,1995-05-17,Defensive Midfield,Midfield,right,185,1200000,1800000,2025-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/204987-1632393904.jpg?lm=1,https://www.transfermarkt.co.uk/dor-peretz/profil/spieler/204987,IT1,null
205924,Marko,Kolar,Marko Kolar,2020,1283,marko-kolar,Croatia,Zabok,Croatia,1995-05-31,Centre-Forward,Attack,right,178,350000,600000,2024-06-30 00:00:00,HBR Sport,https://img.a.transfermarkt.technology/portrait/header/205924-1669142965.png?lm=1,https://www.transfermarkt.co.uk/marko-kolar/profil/spieler/205924,NL1,FC Emmen
206054,Pavlo,Myagkov,Pavlo Myagkov,2017,26459,pavlo-myagkov,Ukraine,"Melitopol, Zaporizhya Oblast",Ukraine,1992-12-30,Left-Back,Defender,left,178,,400000,,null,https://img.a.transfermarkt.technology/portrait/header/206054-1553605762.jpg?lm=1,https://www.transfermarkt.co.uk/pavlo-myagkov/profil/spieler/206054,UKR1,null
211420,Miguel,Araujo,Miguel Araujo,2022,1283,miguel-araujo,Peru,Lima,Peru,1994-10-24,Centre-Back,Defender,right,181,750000,900000,2024-06-30 00:00:00,AGREF,https://img.a.transfermarkt.technology/portrait/header/211420-1556629545.png?lm=1,https://www.transfermarkt.co.uk/miguel-araujo/profil/spieler/211420,NL1,FC Emmen
225955,Martin,Fisch,Martin Fisch,2017,22110,martin-fisch,null,null,Denmark,1993-01-26,Centre-Back,Defender,right,190,,250000,,AC - Mananegement,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/martin-fisch/profil/spieler/225955,DK1,null
227075,Fahd,Aktaou,Fahd Aktaou,2014,1304,fahd-aktaou,Netherlands,Amsterdam,Netherlands,1993-01-13,Left-Back,Defender,left,184,,400000,,null,https://img.a.transfermarkt.technology/portrait/header/227075-1418933299.jpg?lm=1,https://www.transfermarkt.co.uk/fahd-aktaou/profil/spieler/227075,NL1,null
231724,Igor,Yurganov,Igor Yurganov,2022,41231,igor-yurganov,Russia,"Rubtsovsk, Altay Region",Russia,1993-12-10,Centre-Back,Defender,right,186,1000000,1000000,2023-06-30 00:00:00,D-Sports,https://img.a.transfermarkt.technology/portrait/header/231724-1633029886.png?lm=1,https://www.transfermarkt.co.uk/igor-yurganov/profil/spieler/231724,RU1,FC Sochi
234237,Simo,Rumbullaku,Simo Rumbullaku,2022,553,simo-rumbullaku,Albania,Gjirokaster,Albania,1991-12-30,Left-Back,Defender,left,172,350000,500000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/234237-1554757988.png?lm=1,https://www.transfermarkt.co.uk/simo-rumbullaku/profil/spieler/234237,GR1,Ionikos Nikeas
237599,Giannis,Domatas,Giannis Domatas,2013,5220,giannis-domatas,Greece,Heraklion,Greece,1992-01-31,Left Winger,Attack,right,176,,150000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/giannis-domatas/profil/spieler/237599,GR1,null
238644,Gianni,Seraf,Gianni Seraf,2018,169,gianni-seraf,France,Thiais,France,1994-07-05,Attacking Midfield,Midfield,right,170,,150000,,null,https://img.a.transfermarkt.technology/portrait/header/238644-1601033687.jpg?lm=1,https://www.transfermarkt.co.uk/gianni-seraf/profil/spieler/238644,GR1,null
241468,Giuseppe,D'Amico,Giuseppe D'Amico,2012,458,giuseppe-damico,Italy,Paceco,Italy,1995-01-10,Right Midfield,Midfield,right,,,50000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/giuseppe-damico/profil/spieler/241468,IT1,null
246267,,Felipe Desco,Felipe Desco,2012,1436,felipe-desco,null,São Paulo,Brazil,1989-06-29,,Missing,,184,,,,null,https://img.a.transfermarkt.technology/portrait/header/s_246267_1436_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/felipe-desco/profil/spieler/246267,PO1,null
252922,,Jefferson,Jefferson,2021,2832,jefferson,Brazil,Campinas,Brazil,1994-01-22,Central Midfield,Midfield,right,180,500000,1600000,,null,https://img.a.transfermarkt.technology/portrait/header/252922-1572960505.jpg?lm=1,https://www.transfermarkt.co.uk/jefferson/profil/spieler/252922,TR1,Gaziantep FK
255995,Mario,González,Mario González,2022,2727,mario-gonzalez,Spain,Villarcayo,Spain,1996-02-25,Centre-Forward,Attack,right,183,4000000,4000000,2023-06-30 00:00:00,YOU FIRST,https://img.a.transfermarkt.technology/portrait/header/255995-1667378288.jpg?lm=1,https://www.transfermarkt.co.uk/mario-gonzalez/profil/spieler/255995,BE1,Oud-Heverlee Leuven
261461,Mikayil,Yaman,Mikayil Yaman,2014,204,mikayil-yaman,null,null,Belgium,1997-11-09,Right-Back,Defender,right,168,,50000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/mikayil-yaman/profil/spieler/261461,BE1,null
263727,Joan,Jordán,Joan Jordán,2022,368,joan-jordan,Spain,Regencós,Spain,1994-07-06,Central Midfield,Midfield,right,185,12000000,30000000,2027-06-30 00:00:00,LEADERBROCK,https://img.a.transfermarkt.technology/portrait/header/263727-1620305031.jpg?lm=1,https://www.transfermarkt.co.uk/joan-jordan/profil/spieler/263727,ES1,Sevilla FC
265127,Éder,Balanta,Éder Balanta,2022,33,eder-balanta,Colombia,Bogotá,Colombia,1993-02-28,Defensive Midfield,Midfield,left,180,3000000,6500000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/265127-1608489566.jpg?lm=1,https://www.transfermarkt.co.uk/eder-balanta/profil/spieler/265127,L1,FC Schalke 04
268093,Reinaldo,Lenis,Reinaldo Lenis,2021,553,reinaldo-lenis,Colombia,Santiago de Cali,Colombia,1992-07-20,Right Winger,Attack,right,180,300000,700000,,null,https://img.a.transfermarkt.technology/portrait/header/268093-1681602298.JPG?lm=1,https://www.transfermarkt.co.uk/reinaldo-lenis/profil/spieler/268093,GR1,Ionikos Nikeas
271227,Ben,Reichert,Ben Reichert,2018,3508,ben-reichert,Israel,Ramat HaSharon,Israel,1994-03-04,Central Midfield,Midfield,right,180,150000,350000,,BG Sports,https://img.a.transfermarkt.technology/portrait/header/271227-1500563009.jpg?lm=1,https://www.transfermarkt.co.uk/ben-reichert/profil/spieler/271227,BE1,SV Zulte Waregem
276566,Aaron,Herzog,Aaron Herzog,2019,18,aaron-herzog,Germany,Köln,Germany,1998-01-30,Central Midfield,Midfield,both,180,200000,200000,2023-06-30 00:00:00,CS,https://img.a.transfermarkt.technology/portrait/header/276566-1627910881.jpg?lm=1,https://www.transfermarkt.co.uk/aaron-herzog/profil/spieler/276566,L1,Borussia Mönchengladbach
283224,Nicolas,Mortensen,Nicolas Mortensen,2017,22110,nicolas-mortensen,null,null,Denmark,1994-04-26,Centre-Forward,Attack,,180,325000,350000,2024-12-31 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/nicolas-mortensen/profil/spieler/283224,DK1,null
284545,Oguz,Mataraci,Oguz Mataraci,2017,589,oguz-mataraci,Turkey,Istanbul,Turkey,1994-08-07,Defensive Midfield,Midfield,right,,,300000,,null,https://img.a.transfermarkt.technology/portrait/header/284545-1601925240.jpg?lm=1,https://www.transfermarkt.co.uk/oguz-mataraci/profil/spieler/284545,TR1,Antalyaspor
289847,Aris,Vaporakis,Aris Vaporakis,2017,22110,aris-vaporakis,null,null,Denmark,1995-01-06,Goalkeeper,Goalkeeper,right,184,,100000,,AC - Mananegement,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/aris-vaporakis/profil/spieler/289847,DK1,null
292775,Ricardo,Valente,Ricardo Valente,2021,553,ricardo-valente,Portugal,Porto,Portugal,1991-04-03,Centre-Forward,Attack,right,181,100000,1750000,2023-06-30 00:00:00,International Foot,https://img.a.transfermarkt.technology/portrait/header/292775-1560105284.png?lm=1,https://www.transfermarkt.co.uk/ricardo-valente/profil/spieler/292775,GR1,Ionikos Nikeas
293827,Hakan,Olkan,Hakan Olkan,2015,3216,hakan-olkan,Turkey,Istanbul,Turkey,1992-01-09,Defensive Midfield,Midfield,right,182,100000,150000,2024-06-30 00:00:00,DEMIRKIRAN SOCCER,https://img.a.transfermarkt.technology/portrait/header/293827-1464428785.jpg?lm=1,https://www.transfermarkt.co.uk/hakan-olkan/profil/spieler/293827,TR1,null
293941,,Murilo,Murilo,2013,4750,murilo,Brazil,Belo Horizonte,Brazil,1995-03-08,Centre-Forward,Attack,right,180,150000,400000,,20 Sport,https://img.a.transfermarkt.technology/portrait/header/293941-1570171383.jpg?lm=1,https://www.transfermarkt.co.uk/murilo/profil/spieler/293941,PO1,null
314571,Volodymyr,Bayenko,Volodymyr Bayenko,2019,2740,volodymyr-bayenko,UdSSR,"Komsomolske, Donetsk Oblast",Ukraine,1990-02-09,Centre-Back,Defender,right,185,,600000,,null,https://img.a.transfermarkt.technology/portrait/header/314571-1615639887.jpg?lm=1,https://www.transfermarkt.co.uk/volodymyr-bayenko/profil/spieler/314571,UKR1,null
316398,Sebastiaan,Brebels,Sebastiaan Brebels,2016,3508,sebastiaan-brebels,Belgium,Aalst,Belgium,1995-05-05,Central Midfield,Midfield,right,183,250000,350000,2024-06-30 00:00:00,Quadrans,https://img.a.transfermarkt.technology/portrait/header/316398-1475245924.jpg?lm=1,https://www.transfermarkt.co.uk/sebastiaan-brebels/profil/spieler/316398,BE1,SV Zulte Waregem
319213,Vlad,Dragomir,Vlad Dragomir,2017,11,vlad-dragomir,Romania,Timişoara,Romania,1999-04-24,Central Midfield,Midfield,left,178,700000,1500000,2023-05-31 00:00:00,Nordic Sky,https://img.a.transfermarkt.technology/portrait/header/319213-1663246449.jpg?lm=1,https://www.transfermarkt.co.uk/vlad-dragomir/profil/spieler/319213,GB1,Arsenal FC
321275,Vasyl,Tsyutsyura,Vasyl Tsyutsyura,2015,16247,vasyl-tsyutsyura,Ukraine,"Mizhrichya, Ivano-Frankivsk Oblast",Ukraine,1994-02-26,Centre-Forward,Attack,right,177,125000,125000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/321275-1671003113.png?lm=1,https://www.transfermarkt.co.uk/vasyl-tsyutsyura/profil/spieler/321275,UKR1,null
333074,Sören,Ahlers,Sören Ahlers,2020,33,soren-ahlers,Germany,Oldenburg,Germany,1997-09-09,Goalkeeper,Goalkeeper,both,194,50000,75000,,null,https://img.a.transfermarkt.technology/portrait/header/333074-1657112393.jpg?lm=1,https://www.transfermarkt.co.uk/soren-ahlers/profil/spieler/333074,L1,FC Schalke 04
334126,Todor,Petrovic,Todor Petrovic,2019,2740,todor-petrovic,Bosnia-Herzegovina,Glamoč,Serbia,1994-08-18,Defensive Midfield,Midfield,right,190,225000,500000,,null,https://img.a.transfermarkt.technology/portrait/header/334126-1585118066.png?lm=1,https://www.transfermarkt.co.uk/todor-petrovic/profil/spieler/334126,UKR1,null
334221,Amos,Pieper,Amos Pieper,2022,86,amos-pieper,Germany,Lüdinghausen,Germany,1998-01-17,Centre-Back,Defender,right,192,6000000,7000000,2026-06-30 00:00:00,Sports360 GmbH,https://img.a.transfermarkt.technology/portrait/header/334221-1660208427.jpg?lm=1,https://www.transfermarkt.co.uk/amos-pieper/profil/spieler/334221,L1,SV Werder Bremen
334238,Niklas,Wiemann,Niklas Wiemann,2019,86,niklas-wiemann,Germany,Detmold,Germany,1999-02-23,Centre-Back,Defender,left,190,125000,125000,2023-06-30 00:00:00,ROGON U23,https://img.a.transfermarkt.technology/portrait/header/334238-1657652690.jpg?lm=1,https://www.transfermarkt.co.uk/niklas-wiemann/profil/spieler/334238,L1,SV Werder Bremen
338669,Paolo,Sabak,Paolo Sabak,2017,1184,paolo-sabak,Belgium,Mechelen,Belgium,1999-02-10,Attacking Midfield,Midfield,right,176,,350000,2023-06-30 00:00:00,Oneteam-Onedream,https://img.a.transfermarkt.technology/portrait/header/338669-1628949535.jpg?lm=1,https://www.transfermarkt.co.uk/paolo-sabak/profil/spieler/338669,BE1,KRC Genk
339330,Navajo,Bakboord,Navajo Bakboord,2021,1304,navajo-bakboord,Netherlands,Amsterdam,Suriname,1999-01-29,Right-Back,Defender,right,177,300000,400000,2024-06-30 00:00:00,Muy Manero,https://img.a.transfermarkt.technology/portrait/header/339330-1495124225.jpg?lm=1,https://www.transfermarkt.co.uk/navajo-bakboord/profil/spieler/339330,NL1,null
342016,Sebastian,Chrusciel,Sebastian Chrusciel,2019,169,sebastian-chrusciel,Greece,Sami,Poland,1997-06-24,Centre-Back,Defender,both,190,150000,150000,2023-06-30 00:00:00,SG Agency,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/sebastian-chrusciel/profil/spieler/342016,GR1,null
346332,Nassim,Boujellab,Nassim Boujellab,2022,33,nassim-boujellab,Germany,Hagen,Morocco,1999-06-20,Central Midfield,Midfield,both,182,400000,1500000,2023-06-30 00:00:00,Tenet Football,https://img.a.transfermarkt.technology/portrait/header/346332-1547335635.jpg?lm=1,https://www.transfermarkt.co.uk/nassim-boujellab/profil/spieler/346332,L1,FC Schalke 04
351245,Nego,Tembeng,Nego Tembeng,2018,7179,nego-tembeng,Cameroon,Douala,Cameroon,1991-09-13,Defensive Midfield,Midfield,left,189,,500000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/351245-1510157985.jpg?lm=1,https://www.transfermarkt.co.uk/nego-tembeng/profil/spieler/351245,PO1,null
354362,Rodrigo,Bentancur,Rodrigo Bentancur,2022,148,rodrigo-bentancur,Uruguay,Nueva Helvecia,Uruguay,1997-06-25,Central Midfield,Midfield,right,187,40000000,50000000,2026-06-30 00:00:00,Back Sports S.A.,https://img.a.transfermarkt.technology/portrait/header/354362-1596001806.jpg?lm=1,https://www.transfermarkt.co.uk/rodrigo-bentancur/profil/spieler/354362,GB1,Tottenham Hotspur
355816,Ko,Itakura,Ko Itakura,2022,18,ko-itakura,Japan,"Yokohama, Kanagawa",Japan,1997-01-27,Centre-Back,Defender,right,188,12000000,12000000,2026-06-30 00:00:00,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/355816-1662966245.jpg?lm=1,https://www.transfermarkt.co.uk/ko-itakura/profil/spieler/355816,L1,Borussia Mönchengladbach
369258,,Dudu,Dudu,2022,86,dudu,Germany,Duisburg,Germany,1999-02-10,Goalkeeper,Goalkeeper,right,196,200000,300000,2024-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/369258-1660207956.jpg?lm=1,https://www.transfermarkt.co.uk/dudu/profil/spieler/369258,L1,SV Werder Bremen
371344,Ferhat,Ugur,Ferhat Ugur,2014,6894,ferhat-ugur,Turkey,Kayseri,Turkey,1996-05-09,Defensive Midfield,Midfield,right,,,50000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/ferhat-ugur/profil/spieler/371344,TR1,null
375003,Ahmed,Abdelaal,Ahmed Abdelaal,2014,204,ahmed-abdelaal,null,null,Egypt,1995-01-04,Central Midfield,Midfield,,,,50000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/ahmed-abdelaal/profil/spieler/375003,BE1,null
376486,Marc,Gual,Marc Gual,2018,368,marc-gual,Spain,Badalona,Spain,1996-03-13,Centre-Forward,Attack,right,186,1200000,1500000,2023-06-30 00:00:00,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/376486-1645822138.png?lm=1,https://www.transfermarkt.co.uk/marc-gual/profil/spieler/376486,ES1,Sevilla FC
380078,Julian,Rieckmann,Julian Rieckmann,2020,86,julian-rieckmann,Germany,Winsen (Luhe),Germany,2000-08-01,Defensive Midfield,Midfield,right,186,225000,225000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/380078-1657549835.jpg?lm=1,https://www.transfermarkt.co.uk/julian-rieckmann/profil/spieler/380078,L1,SV Werder Bremen
381360,Aliko,Bala,Aliko Bala,2018,3508,aliko-bala,Nigeria,Jos,Nigeria,1997-02-27,Centre-Forward,Attack,left,180,,350000,,PPT Management,https://img.a.transfermarkt.technology/portrait/header/381360-1500563015.jpg?lm=1,https://www.transfermarkt.co.uk/aliko-bala/profil/spieler/381360,BE1,SV Zulte Waregem
382773,Jonathan,Toro,Jonathan Toro,2019,7179,jonathan-toro,Honduras,San Pedro Sula,Honduras,1996-10-21,Attacking Midfield,Midfield,right,174,300000,700000,2023-06-30 00:00:00,PromoSport,https://img.a.transfermarkt.technology/portrait/header/382773-1550846454.jpg?lm=1,https://www.transfermarkt.co.uk/jonathan-toro/profil/spieler/382773,PO1,null
383568,Ivan,Siletskyi,Ivan Siletskyi,2017,16247,ivan-siletskyi,Ukraine,"Drogobych, Lviv Oblast",Ukraine,1996-01-22,Goalkeeper,Goalkeeper,right,188,,50000,,null,https://img.a.transfermarkt.technology/portrait/header/383568-1641646757.png?lm=1,https://www.transfermarkt.co.uk/ivan-siletskyi/profil/spieler/383568,UKR1,null
392765,Emile,Smith Rowe,Emile Smith Rowe,2022,11,emile-smith-rowe,England,London,England,2000-07-28,Attacking Midfield,Midfield,right,182,38000000,40000000,2026-06-30 00:00:00,Jordan Wise,https://img.a.transfermarkt.technology/portrait/header/392765-1684164628.jpg?lm=1,https://www.transfermarkt.co.uk/emile-smith-rowe/profil/spieler/392765,GB1,Arsenal FC
403564,Jon,McCracken,Jon McCracken,2021,1123,jon-mccracken,Scotland,Wishaw,Scotland,2000-05-24,Goalkeeper,Goalkeeper,right,185,175000,175000,2024-06-30 00:00:00,Trueno Sports,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/jon-mccracken/profil/spieler/403564,GB1,null
405687,Tom,Krauß,Tom Krauß,2022,33,tom-krauss,Germany,Leipzig,Germany,2001-06-22,Central Midfield,Midfield,right,182,6000000,6000000,2023-06-30 00:00:00,ROOF,https://img.a.transfermarkt.technology/portrait/header/405687-1657108014.jpg?lm=1,https://www.transfermarkt.co.uk/tom-krauss/profil/spieler/405687,L1,FC Schalke 04
414657,Jordy,Verstraeten,Jordy Verstraeten,2015,3508,jordy-verstraeten,null,null,Belgium,1996-01-09,Centre-Back,Defender,right,,,100000,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/jordy-verstraeten/profil/spieler/414657,BE1,SV Zulte Waregem
417239,Artem,Danylyuk,Artem Danylyuk,2021,26459,artem-danylyuk,Ukraine,Rivne,Ukraine,2001-07-06,Left-Back,Defender,left,177,25000,50000,,BowerCotton & Shylov,https://img.a.transfermarkt.technology/portrait/header/417239-1616755547.png?lm=1,https://www.transfermarkt.co.uk/artem-danylyuk/profil/spieler/417239,UKR1,null
418661,Abdoulaye,Sissako,Abdoulaye Sissako,2022,3508,abdoulaye-sissako,France,Clichy-la-Garenne,France,1998-05-26,Defensive Midfield,Midfield,right,186,750000,1800000,2024-06-30 00:00:00,BMVP,https://img.a.transfermarkt.technology/portrait/header/418661-1626769586.jpg?lm=1,https://www.transfermarkt.co.uk/abdoulaye-sissako/profil/spieler/418661,BE1,SV Zulte Waregem
419929,Josh,Tymon,Josh Tymon,2019,3329,josh-tymon,England,Hull,England,1999-05-22,Left-Back,Defender,left,180,3000000,3000000,2025-06-30 00:00:00,Triple S Sports,https://img.a.transfermarkt.technology/portrait/header/419929-1471096002.jpg?lm=1,https://www.transfermarkt.co.uk/josh-tymon/profil/spieler/419929,PO1,FC Famalicão
433182,Luis,Longstaff,Luis Longstaff,2019,31,luis-longstaff,England,Darlington,England,2001-02-24,Right Winger,Attack,left,167,150000,150000,2023-05-31 00:00:00,PIR,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/luis-longstaff/profil/spieler/433182,GB1,Liverpool FC
442552,Houboulang,Mendes,Houboulang Mendes,2022,3302,houboulang-mendes,France,Courcouronnes,Guinea-Bissau,1998-05-04,Right-Back,Defender,right,184,2500000,3000000,2026-06-30 00:00:00,FS Management,https://img.a.transfermarkt.technology/portrait/header/442552-1599767815.jpg?lm=1,https://www.transfermarkt.co.uk/houboulang-mendes/profil/spieler/442552,ES1,UD Almería
459763,Marco,Carnesecchi,Marco Carnesecchi,2022,2239,marco-carnesecchi,Italy,Rimini,Italy,2000-07-01,Goalkeeper,Goalkeeper,right,191,13000000,13000000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/459763-1598856203.jpg?lm=1,https://www.transfermarkt.co.uk/marco-carnesecchi/profil/spieler/459763,IT1,US Cremonese
468198,Joe,Aribo,Joe Aribo,2022,180,joe-aribo,England,London,Nigeria,1996-07-21,Attacking Midfield,Midfield,left,183,15000000,15000000,2026-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/468198-1656428996.png?lm=1,https://www.transfermarkt.co.uk/joe-aribo/profil/spieler/468198,GB1,Southampton FC
476755,Mateo,Les,Mateo Les,2021,1304,mateo-les,Croatia,Virovitica,Croatia,2000-03-25,Centre-Back,Defender,,189,50000,50000,2023-06-30 00:00:00,HBR Sport,https://img.a.transfermarkt.technology/portrait/header/476755-1641548102.jpg?lm=1,https://www.transfermarkt.co.uk/mateo-les/profil/spieler/476755,NL1,null
478365,Francisco,Moura,Francisco Moura,2022,3329,francisco-moura,Portugal,Braga,Portugal,1999-08-16,Left-Back,Defender,left,181,3000000,4000000,2023-06-30 00:00:00,Proeleven S.A.,https://img.a.transfermarkt.technology/portrait/header/478365-1537881888.jpg?lm=1,https://www.transfermarkt.co.uk/francisco-moura/profil/spieler/478365,PO1,FC Famalicão
480191,Cohen,Bramall,Cohen Bramall,2017,11,cohen-bramall,England,Crewe,England,1996-04-02,Left-Back,Defender,left,178,400000,400000,2025-06-30 00:00:00,Panthera Sports,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/cohen-bramall/profil/spieler/480191,GB1,Arsenal FC
481640,Daan,Vekemans,Daan Vekemans,2021,2727,daan-vekemans,Belgium,Leuven,Belgium,2000-02-22,Centre-Forward,Attack,right,181,250000,350000,2024-06-30 00:00:00,Sky Athletic Agency,https://img.a.transfermarkt.technology/portrait/header/481640-1601564029.jpg?lm=1,https://www.transfermarkt.co.uk/daan-vekemans/profil/spieler/481640,BE1,Oud-Heverlee Leuven
494284,Liam,Hughes,Liam Hughes,2021,31,liam-hughes,Northern Ireland,Craigavon,Northern Ireland,2001-08-19,Goalkeeper,Goalkeeper,right,193,,,,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/494284-1655972857.png?lm=1,https://www.transfermarkt.co.uk/liam-hughes/profil/spieler/494284,GB1,Liverpool FC
514251,,Simão Pipo,Simão Pipo,2017,7179,simao-pipo,Portugal,Viseu,Portugal,1999-06-21,Right Winger,Attack,right,177,,,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/514251-1500558387.jpg?lm=1,https://www.transfermarkt.co.uk/simao-pipo/profil/spieler/514251,PO1,null
532539,Lee,Buchanan,Lee Buchanan,2022,86,lee-buchanan,England,Mansfield,England,2001-03-07,Left-Back,Defender,left,179,3500000,3500000,2026-06-30 00:00:00,Quantum Sport,https://img.a.transfermarkt.technology/portrait/header/532539-1660206530.jpg?lm=1,https://www.transfermarkt.co.uk/lee-buchanan/profil/spieler/532539,L1,SV Werder Bremen
537853,Andriy,Stryzhak,Andriy Stryzhak,2019,2740,andriy-stryzhak,Ukraine,"Novovolynsk, Volyn Oblast",Ukraine,1999-10-22,Defensive Midfield,Midfield,right,188,75000,300000,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/537853-1636727450.png?lm=1,https://www.transfermarkt.co.uk/andriy-stryzhak/profil/spieler/537853,UKR1,null
538481,Onurhan,Babuscu,Onurhan Babuscu,2022,2832,onurhan-babuscu,Austria,Baden bei Wien,Austria,2003-09-05,Attacking Midfield,Midfield,right,176,300000,400000,2026-06-30 00:00:00,SBE Management AG,https://img.a.transfermarkt.technology/portrait/header/538481-1665493989.jpg?lm=1,https://www.transfermarkt.co.uk/onurhan-babuscu/profil/spieler/538481,TR1,Gaziantep FK
539739,Volodymyr,Skotarenko,Volodymyr Skotarenko,2017,26459,volodymyr-skotarenko,Ukraine,Lviv,Ukraine,1997-03-17,Centre-Back,Defender,right,185,,,,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/volodymyr-skotarenko/profil/spieler/539739,UKR1,null
553075,Jari,De Roover,Jari De Roover,2017,3508,jari-de-roover,null,null,Belgium,1998-05-12,,Missing,,,,,2023-06-30 00:00:00,null,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/jari-de-roover/profil/spieler/553075,BE1,SV Zulte Waregem
553380,Anatoliy,Ulyanov,Anatoliy Ulyanov,2017,16247,anatoliy-ulyanov,Ukraine,Ternopil,Ukraine,1998-07-26,,Missing,left,186,,50000,,Roman Morozov,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/anatoliy-ulyanov/profil/spieler/553380,UKR1,null
553863,Hamdi Tayfun,Yilmaz,Hamdi Tayfun Yilmaz,2017,589,hamdi-tayfun-yilmaz,Turkey,Burdur,Turkey,1998-01-20,Attacking Midfield,Midfield,right,,,50000,,null,https://img.a.transfermarkt.technology/portrait/header/553863-1607099496.png?lm=1,https://www.transfermarkt.co.uk/hamdi-tayfun-yilmaz/profil/spieler/553863,TR1,Antalyaspor
